=== COLD CERT START 20260211T203909Z ===
pwd: /Users/dcharb/Documents/Kimi_Agent_UFRF, Fel Polynomials, Moonshine
✔ [1629/5232] Built Mathlib.Data.Nat.GCD.BigOperators (3.1s)
✔ [1630/5232] Built Mathlib.Algebra.Module.Equiv.Basic (14s)
✔ [1631/5232] Built Mathlib.Order.Atoms (7.4s)
✔ [1632/5232] Built Mathlib.Algebra.Regular.Pow (2.7s)
✔ [1633/5232] Built Mathlib.Logic.Equiv.Nat (2.2s)
✔ [1634/5232] Built Mathlib.GroupTheory.Subsemigroup.Centralizer (2.4s)
✔ [1635/5232] Built Mathlib.Algebra.Group.Submonoid.Basic (3.7s)
✔ [1636/5232] Built Mathlib.Algebra.Group.Subsemigroup.Membership (3.1s)
✔ [1637/5232] Built Mathlib.Order.Filter.AtTopBot.Disjoint (2.6s)
✔ [1638/5232] Built Mathlib.Algebra.Order.Group.Action.Flag (2.4s)
✔ [1639/5232] Built Mathlib.Data.Set.Subset (3.0s)
✔ [1640/5232] Built Mathlib.Algebra.GroupWithZero.Action.Pointwise.Set (4.4s)
✔ [1641/5232] Built Mathlib.Algebra.Order.GroupWithZero.Finset (3.5s)
✔ [1642/5232] Built Mathlib.Algebra.Order.Field.Pi (2.9s)
✔ [1643/5232] Built Mathlib.Algebra.Order.Monoid.Canonical.Basic (3.0s)
✔ [1644/5235] Built Mathlib.Data.Finset.Max (5.0s)
✔ [1645/5235] Built Mathlib.Algebra.Order.Ring.Finset (3.3s)
✔ [1646/5235] Built Mathlib.Data.Finset.Lattice.Union (3.0s)
✔ [1647/5235] Built Mathlib.Algebra.Group.Subsemigroup.Operations (7.0s)
✔ [1648/5235] Built Mathlib.Data.Finset.Lattice.Prod (3.5s)
✔ [1649/5235] Built Mathlib.Order.Filter.Tendsto (2.0s)
✔ [1650/5235] Built Mathlib.Order.Filter.Ker (3.0s)
✔ [1651/5235] Built Mathlib.Order.UpperLower.Principal (3.1s)
✔ [1652/5235] Built Mathlib.CategoryTheory.Conj (3.2s)
✔ [1653/5235] Built Mathlib.CategoryTheory.Center.Basic (3.2s)
✔ [1654/5235] Built Mathlib.Order.Filter.Bases.Basic (4.4s)
✔ [1655/5235] Built Mathlib.CategoryTheory.Balanced (2.0s)
✔ [1656/5235] Built Mathlib.CategoryTheory.Types.Basic (3.7s)
✔ [1657/5235] Built Mathlib.Algebra.BigOperators.Group.Finset.Basic (12s)
✔ [1658/5235] Built Mathlib.CategoryTheory.Retract (4.2s)
✔ [1659/5235] Built Mathlib.CategoryTheory.PathCategory.Basic (3.4s)
✔ [1660/5235] Built Mathlib.Algebra.Group.TypeTags.Finite (2.7s)
✔ [1661/5235] Built Mathlib.Data.Fintype.Parity (2.6s)
✔ [1662/5235] Built Mathlib.Order.Fin.SuccAboveOrderIso (2.8s)
✔ [1663/5235] Built Mathlib.Data.Fintype.EquivFin (3.6s)
✔ [1664/5235] Built Mathlib.Algebra.Order.Nonneg.Ring (3.5s)
✔ [1665/5235] Built Mathlib.Algebra.GroupWithZero.TransferInstance (2.6s)
✔ [1666/5235] Built Mathlib.Algebra.Group.Action.TransferInstance (2.9s)
✔ [1667/5235] Built Mathlib.Algebra.Ring.TransferInstance (3.6s)
✔ [1668/5235] Built Mathlib.Order.GameAdd (2.9s)
✔ [1669/5235] Built Mathlib.Data.Sym.Sym2.Order (3.5s)
✔ [1670/5235] Built Mathlib.Order.Interval.Set.Monotone (3.2s)
✔ [1671/5235] Built Mathlib.Algebra.Order.SuccPred.TypeTags (2.0s)
✔ [1672/5235] Built Mathlib.Order.SuccPred.Relation (3.0s)
✔ [1673/5235] Built Mathlib.Data.Finset.Sigma (3.5s)
✔ [1674/5235] Built Mathlib.Algebra.Order.Module.Equiv (3.1s)
✔ [1675/5235] Built Mathlib.Order.ZornAtoms (2.6s)
✔ [1676/5235] Built Mathlib.Data.Countable.Basic (2.6s)
✔ [1677/5235] Built Mathlib.LinearAlgebra.GeneralLinearGroup (3.7s)
✔ [1678/5235] Built Mathlib.Data.List.Sym (6.8s)
✔ [1679/5237] Built Mathlib.Logic.Encodable.Basic (3.2s)
✔ [1680/5237] Built Mathlib.Order.SuccPred.Limit (6.1s)
✔ [1681/5237] Built Mathlib.Algebra.Ring.Submonoid (2.4s)
✔ [1682/5237] Built Mathlib.Algebra.Group.Submonoid.MulOpposite (3.1s)
✔ [1683/5237] Built Mathlib.Algebra.Ring.Submonoid.Basic (2.5s)
✔ [1684/5237] Built Mathlib.Algebra.Module.Submodule.Defs (4.8s)
✔ [1685/5237] Built Mathlib.Data.Fintype.Lattice (2.7s)
✔ [1686/5237] Built Mathlib.Data.Set.Pointwise.Support (2.8s)
✔ [1687/5237] Built Mathlib.Data.Finset.Powerset (3.6s)
✔ [1688/5237] Built Mathlib.Algebra.Order.Group.Finset (3.4s)
✔ [1689/5237] Built Mathlib.Order.Filter.AtTopBot.Tendsto (2.8s)
✔ [1690/5237] Built Mathlib.Order.Filter.AtTopBot.Map (2.7s)
✔ [1691/5237] Built Mathlib.Order.Filter.IndicatorFunction (3.3s)
✔ [1692/5237] Built Mathlib.Order.Filter.Extr (4.2s)
✔ [1693/5237] Built Mathlib.CategoryTheory.Functor.Hom (3.2s)
✔ [1694/5237] Built Mathlib.Order.UpperLower.Closure (3.9s)
✔ [1695/5237] Built Mathlib.Order.Filter.Prod (6.0s)
✔ [1696/5237] Built Mathlib.CategoryTheory.Category.Cat (4.8s)
✔ [1697/5237] Built Mathlib.CategoryTheory.Limits.Types.ColimitType (4.1s)
✔ [1698/5237] Built Mathlib.CategoryTheory.ConcreteCategory.Basic (4.2s)
✔ [1699/5237] Built Mathlib.Algebra.Group.Submonoid.Operations (11s)
✔ [1700/5237] Built Mathlib.Order.Filter.Germ.Basic (7.6s)
✔ [1701/5237] Built Mathlib.Algebra.BigOperators.Option (2.5s)
✔ [1702/5237] Built Mathlib.Algebra.GradedMonoid (3.7s)
✔ [1703/5237] Built Mathlib.Data.Multiset.Fintype (4.9s)
✔ [1704/5237] Built Mathlib.Dynamics.BirkhoffSum.Basic (2.9s)
✔ [1705/5237] Built Mathlib.Algebra.Group.EvenFunction (3.0s)
✔ [1706/5237] Built Mathlib.Data.Nat.Factorial.DoubleFactorial (3.4s)
✔ [1707/5237] Built Mathlib.Algebra.Star.BigOperators (2.9s)
✔ [1708/5237] Built Mathlib.Algebra.BigOperators.GroupWithZero.Finset (2.9s)
✔ [1709/5237] Built Mathlib.Algebra.BigOperators.Group.Finset.Lemmas (2.8s)
✔ [1710/5237] Built Mathlib.Algebra.BigOperators.Group.Finset.Indicator (3.1s)
✔ [1711/5237] Built Mathlib.CategoryTheory.PathCategory.MorphismProperty (2.6s)
✔ [1712/5237] Built Mathlib.CategoryTheory.MorphismProperty.Retract (2.8s)
✔ [1713/5237] Built Mathlib.CategoryTheory.LiftingProperties.Basic (3.0s)
✔ [1714/5237] Built Mathlib.CategoryTheory.ComposableArrows.Basic (25s)
✔ [1715/5237] Built Mathlib.Data.Fintype.Prod (3.0s)
✔ [1716/5237] Built Mathlib.Data.Fintype.Sum (3.3s)
✔ [1717/5237] Built Mathlib.Algebra.BigOperators.Group.Finset.Piecewise (4.9s)
✔ [1718/5237] Built Mathlib.CategoryTheory.FinCategory.AsType (3.7s)
✔ [1719/5237] Built Mathlib.Data.Finset.NoncommProd (4.0s)
✔ [1720/5237] Built Mathlib.Data.Fintype.Pigeonhole (2.6s)
✔ [1721/5237] Built Mathlib.Data.Finset.Sort (5.7s)
✔ [1722/5237] Built Mathlib.Data.ZMod.Defs (3.3s)
✔ [1723/5237] Built Mathlib.Algebra.CharZero.Infinite (2.5s)
✔ [1724/5237] Built Mathlib.Data.Fintype.Perm (3.8s)
✔ [1725/5237] Built Mathlib.Logic.Equiv.Fintype (2.7s)
✔ [1726/5237] Built Mathlib.Data.Fintype.Option (2.7s)
✔ [1727/5237] Built Mathlib.Data.Finite.Set (2.6s)
✔ [1728/5237] Built Mathlib.Data.Set.Finite.Range (2.9s)
✔ [1729/5237] Built Mathlib.Data.NNRat.Order (2.5s)
✔ [1730/5237] Built Mathlib.Algebra.GroupWithZero.Action.TransferInstance (2.8s)
✔ [1731/5237] Built Mathlib.Data.Set.Finite.Basic (4.3s)
✔ [1732/5237] Built Mathlib.Algebra.Group.Shrink (3.1s)
✔ [1733/5237] Built Mathlib.Algebra.Field.TransferInstance (3.1s)
✔ [1734/5238] Built Mathlib.Algebra.Order.Nonneg.Field (3.0s)
✔ [1735/5239] Built Mathlib.Algebra.BigOperators.Group.Finset.Sigma (3.6s)
✔ [1736/5239] Built Mathlib.Data.Multiset.Sym (3.2s)
✔ [1737/5239] Built Mathlib.Order.Filter.Ultrafilter.Defs (4.0s)
✔ [1738/5239] Built Mathlib.Order.SupIndep (5.3s)
✔ [1739/5239] Built Mathlib.Data.Rat.Encodable (2.6s)
✔ [1740/5239] Built Mathlib.Logic.Encodable.Lattice (2.7s)
✔ [1741/5239] Built Mathlib.Logic.Denumerable (3.8s)
✔ [1742/5239] Built Mathlib.Order.SuccPred.CompleteLinearOrder (3.1s)
✔ [1743/5239] Built Mathlib.Order.SuccPred.InitialSeg (2.5s)
✔ [1744/5239] Built Mathlib.Order.Ideal (4.3s)
✔ [1745/5239] Built Mathlib.Algebra.Order.SuccPred (3.5s)
✔ [1746/5239] Built Mathlib.Order.Interval.Set.Limit (2.8s)
✔ [1747/5239] Built Mathlib.Data.Fintype.Sigma (7.7s)
✔ [1748/5239] Built Mathlib.Algebra.Module.Submodule.Order (2.5s)
✔ [1749/5239] Built Mathlib.Algebra.Group.Subgroup.MulOpposite (3.4s)
✔ [1750/5239] Built Mathlib.Data.Fintype.List (2.9s)
✔ [1751/5239] Built Mathlib.RingTheory.Ideal.Defs (3.3s)
✔ [1752/5239] Built Mathlib.Algebra.BigOperators.Group.Finset.Powerset (3.1s)
✔ [1753/5239] Built Mathlib.Order.Filter.AtTopBot.CompleteLattice (2.7s)
✔ [1754/5239] Built Mathlib.Data.Fintype.Powerset (3.1s)
✔ [1755/5239] Built Mathlib.Algebra.Module.Submodule.LinearMap (5.4s)
✔ [1756/5239] Built Mathlib.Order.Filter.AtTopBot.Basic (3.7s)
✔ [1757/5239] Built Mathlib.Order.Filter.AtTopBot.Monoid (3.4s)
✔ [1758/5239] Built Mathlib.Order.Filter.Curry (2.4s)
✔ [1759/5239] Built Mathlib.Order.Filter.NAry (2.8s)
✔ [1760/5239] Built Mathlib.Order.DirectedInverseSystem (7.0s)
✔ [1761/5239] Built Mathlib.Algebra.Order.UpperLower (4.0s)
✔ [1762/5239] Built Mathlib.CategoryTheory.Category.Cat.AsSmall (2.8s)
✔ [1763/5239] Built Mathlib.Combinatorics.Quiver.ReflQuiver (3.2s)
✔ [1764/5239] Built Mathlib.CategoryTheory.IsomorphismClasses (2.6s)
✔ [1765/5239] Built Mathlib.CategoryTheory.ConcreteCategory.ReflectsIso (2.4s)
✔ [1766/5239] Built Mathlib.Tactic.CategoryTheory.ToApp (3.2s)
✔ [1767/5239] Built Mathlib.CategoryTheory.MorphismProperty.Concrete (2.7s)
✔ [1768/5239] Built Mathlib.Tactic.CategoryTheory.Elementwise (2.0s)
✔ [1769/5239] Built Mathlib.Algebra.Ring.Subring.Units (2.8s)
✔ [1770/5239] Built Mathlib.Algebra.Order.Hom.Submonoid (2.7s)
✔ [1771/5239] Built Mathlib.Algebra.GroupWithZero.Submonoid.Instances (2.0s)
✔ [1772/5239] Built Mathlib.Algebra.PresentedMonoid.Basic (3.6s)
✔ [1773/5239] Built Mathlib.Algebra.Group.Submonoid.Finite (3.4s)
✔ [1774/5239] Built Mathlib.Algebra.Group.Submonoid.Membership (5.4s)
✔ [1775/5239] Built Mathlib.GroupTheory.Congruence.Basic (4.4s)
✔ [1776/5239] Built Mathlib.Order.Filter.Germ.OrderedMonoid (2.8s)
✔ [1777/5239] Built Mathlib.GroupTheory.Submonoid.Center (3.7s)
✔ [1778/5239] Built Mathlib.Algebra.GradedMulAction (2.9s)
✔ [1779/5239] Built Mathlib.Dynamics.BirkhoffSum.Average (2.8s)
✔ [1780/5239] Built Mathlib.Algebra.Order.Star.Basic (6.5s)
✔ [1781/5239] Built Mathlib.Algebra.BigOperators.WithTop (2.0s)
✔ [1782/5239] Built Mathlib.CategoryTheory.Yoneda (12s)
✔ [1783/5239] Built Mathlib.Data.Finite.Sum (2.6s)
✔ [1784/5239] Built Mathlib.CategoryTheory.Limits.Shapes.StrongEpi (2.9s)
✔ [1785/5239] Built Mathlib.Algebra.Group.Submonoid.BigOperators (3.5s)
✔ [1786/5239] Built Mathlib.Algebra.Group.Pointwise.Set.BigOperators (3.6s)
✔ [1787/5239] Built Mathlib.Algebra.Group.Subgroup.Lattice (7.4s)
✔ [1788/5239] Built Mathlib.Algebra.BigOperators.Pi (3.9s)
✔ [1789/5239] Built Mathlib.Data.Fintype.Sort (3.0s)
✔ [1790/5239] Built Mathlib.Data.Fin.Parity (2.0s)
✔ [1791/5239] Built Mathlib.GroupTheory.Perm.Support (3.9s)
✔ [1792/5239] Built Mathlib.Algebra.Module.TransferInstance (3.9s)
✔ [1793/5239] Built Mathlib.Data.Set.Finite.Powerset (2.9s)
✔ [1794/5239] Built Mathlib.Data.Fintype.Order (3.2s)
✔ [1795/5239] Built Mathlib.Data.Fintype.Pi (3.4s)
✔ [1796/5239] Built Mathlib.Data.Finset.Preimage (3.6s)
✔ [1797/5239] Built Mathlib.Algebra.Star.Pointwise (3.2s)
✔ [1798/5239] Built Mathlib.Data.Nat.Count (3.4s)
✔ [1799/5239] Built Mathlib.Algebra.Group.Action.Pointwise.Set.Finite (3.3s)
✔ [1800/5239] Built Mathlib.Algebra.Quandle (5.9s)
✔ [1801/5239] Built Mathlib.Algebra.Notation.FiniteSupport (2.8s)
✔ [1802/5239] Built Mathlib.GroupTheory.GroupAction.SubMulAction.Closure (2.8s)
✔ [1803/5239] Built Mathlib.Order.Interval.Set.Infinite (2.7s)
✔ [1804/5240] Built Mathlib.Data.Finsupp.Defs (3.6s)
✔ [1805/5240] Built Mathlib.Topology.Basic (3.0s)
✔ [1806/5240] Built Mathlib.Order.Preorder.Finite (2.9s)
✔ [1807/5240] Built Mathlib.Algebra.GroupWithZero.Shrink (2.8s)
✔ [1808/5240] Built Mathlib.Algebra.Ring.Shrink (2.8s)
✔ [1809/5240] Built Mathlib.Algebra.Field.Shrink (2.6s)
✔ [1810/5240] Built Mathlib.Algebra.Order.Field.Rat (2.6s)
✔ [1811/5240] Built Mathlib.Topology.Defs.Ultrafilter (2.8s)
✔ [1812/5240] Built Mathlib.Data.Rat.Cast.Lemmas (3.2s)
✔ [1813/5240] Built Mathlib.GroupTheory.MonoidLocalization.Basic (20s)
✔ [1814/5240] Built Mathlib.Logic.Equiv.List (3.2s)
✔ [1815/5240] Built Mathlib.Data.Nat.SuccPred (2.0s)
✔ [1816/5240] Built Mathlib.Data.DFinsupp.Defs (7.7s)
✔ [1817/5240] Built Mathlib.Algebra.Order.SuccPred.WithBot (2.8s)
✔ [1818/5240] Built Mathlib.SetTheory.Cardinal.Order (4.8s)
✔ [1819/5240] Built Mathlib.Order.IsNormal (4.8s)
✔ [1820/5240] Built Mathlib.Data.Finite.Sigma (2.6s)
✔ [1821/5240] Built Mathlib.Algebra.Order.BigOperators.Group.Finset (6.0s)
✔ [1822/5240] Built Mathlib.Algebra.Order.Interval.Set.SuccPred (4.2s)
✔ [1823/5240] Built Mathlib.Tactic.DeriveFintype (3.9s)
✔ [1824/5240] Built Mathlib.GroupTheory.Coset.Defs (3.9s)
✔ [1825/5240] Built Mathlib.Data.Set.Finite.Lemmas (2.8s)
✔ [1826/5240] Built Mathlib.Data.SetLike.Fintype (2.7s)
✔ [1827/5240] Built Mathlib.Combinatorics.Hall.Finite (3.2s)
✔ [1828/5240] Built Mathlib.Order.Filter.AtTopBot.Prod (3.0s)
✔ [1829/5240] Built Mathlib.Order.Filter.AtTopBot.ModEq (2.9s)
✔ [1830/5240] Built Mathlib.Data.List.Cycle (4.9s)
✔ [1831/5240] Built Mathlib.Order.Filter.AtTopBot.Group (3.6s)
✔ [1832/5240] Built Mathlib.CategoryTheory.Elementwise (2.8s)
✔ [1833/5240] Built Mathlib.Order.Filter.Ring (2.8s)
✔ [1834/5240] Built Mathlib.Algebra.Module.Congruence.Defs (3.7s)
✔ [1835/5240] Built Mathlib.RingTheory.Congruence.Basic (4.1s)
✔ [1836/5240] Built Mathlib.GroupTheory.Submonoid.Centralizer (2.8s)
✔ [1837/5240] Built Mathlib.Algebra.GroupWithZero.NonZeroDivisors (5.2s)
✔ [1838/5240] Built Mathlib.Algebra.Order.Star.Pi (2.9s)
✔ [1839/5240] Built Mathlib.Algebra.Order.Ring.Star (2.9s)
✔ [1840/5240] Built Mathlib.RingTheory.NonUnitalSubsemiring.Basic (5.5s)
✔ [1841/5240] Built Mathlib.CategoryTheory.Bicategory.Functor.Oplax (7.3s)
✔ [1842/5240] Built Mathlib.Algebra.Order.Star.Prod (2.7s)
✔ [1843/5240] Built Mathlib.CategoryTheory.Bicategory.Functor.Lax (7.4s)
✔ [1844/5240] Built Mathlib.RingTheory.UniqueFactorizationDomain.Defs (3.1s)
✔ [1845/5240] Built Mathlib.Algebra.Module.Submodule.Basic (3.4s)
✔ [1846/5240] Built Mathlib.Algebra.Group.Translate (2.8s)
✔ [1847/5240] Built Mathlib.Algebra.Star.Conjneg (3.0s)
✔ [1848/5240] Built Mathlib.CategoryTheory.Monad.Basic (6.4s)
✔ [1849/5240] Built Mathlib.Algebra.Module.Submodule.Lattice (5.2s)
✔ [1850/5240] Built Mathlib.Algebra.Module.Shrink (2.7s)
✔ [1851/5240] Built Mathlib.Algebra.Colimit.DirectLimit (13s)
✔ [1852/5240] Built Mathlib.GroupTheory.Perm.List (3.6s)
✔ [1853/5240] Built Mathlib.CategoryTheory.Adjunction.Basic (8.5s)
✔ [1854/5240] Built Mathlib.GroupTheory.Perm.Sign (5.4s)
✔ [1855/5240] Built Mathlib.Algebra.Group.Subgroup.Map (7.7s)
✔ [1856/5240] Built Mathlib.Data.Fintype.Vector (2.7s)
✔ [1857/5240] Built Mathlib.Data.Fin.Tuple.Finset (3.0s)
✔ [1858/5240] Built Mathlib.Algebra.BigOperators.Group.Finset.Pi (2.7s)
✔ [1859/5243] Built Mathlib.Data.Finite.Prod (4.2s)
✔ [1860/5243] Built Mathlib.Data.Set.Finite.Lattice (4.5s)
✔ [1861/5243] Built Mathlib.Algebra.BigOperators.Group.Finset.Preimage (2.7s)
✔ [1862/5243] Built Mathlib.Algebra.Order.Rearrangement (6.7s)
✔ [1863/5243] Built Mathlib.Algebra.Star.Center (2.5s)
✔ [1864/5243] Built Mathlib.Algebra.Group.Ideal (3.3s)
✔ [1865/5243] Built Mathlib.Order.Preorder.Finsupp (2.0s)
✔ [1866/5243] Built Mathlib.Data.Finsupp.Single (3.7s)
✔ [1867/5243] Built Mathlib.Topology.Defs.Induced (3.1s)
✔ [1868/5243] Built Mathlib.Tactic.NormNum.OfScientific (3.8s)
✔ [1869/5243] Built Mathlib.GroupTheory.MonoidLocalization.Away (3.4s)
✔ [1870/5243] Built Mathlib.Order.Interval.Finset.Defs (6.4s)
✔ [1871/5243] Built Mathlib.Data.Set.Countable (2.9s)
✔ [1872/5243] Built Mathlib.Logic.Equiv.Multiset (2.9s)
✔ [1873/5243] Built Mathlib.Data.Int.SuccPred (2.9s)
✔ [1874/5243] Built Mathlib.Data.Rat.Cast.Order (6.1s)
✔ [1875/5243] Built Mathlib.Data.DFinsupp.Ext (2.7s)
✔ [1876/5243] Built Mathlib.Data.Finset.Density (6.7s)
✔ [1877/5243] Built Mathlib.Data.DFinsupp.NeLocus (2.8s)
✔ [1878/5243] Built Mathlib.Data.DFinsupp.Module (3.6s)
✔ [1879/5243] Built Mathlib.Data.ENat.Basic (5.2s)
✔ [1880/5243] Built Mathlib.CategoryTheory.Limits.Cones (20s)
✔ [1881/5243] Built Mathlib.Order.Filter.AtTopBot.Ring (2.0s)
✔ [1882/5243] Built Mathlib.Dynamics.PeriodicPts.Defs (3.8s)
✔ [1883/5243] Built Mathlib.Data.Sign.Defs (4.0s)
✔ [1884/5243] Built Mathlib.Order.Category.Preord (3.6s)
✔ [1885/5243] Built Mathlib.RingTheory.Congruence.Opposite (2.5s)
✔ [1886/5243] Built Mathlib.GroupTheory.MonoidLocalization.MonoidWithZero (3.1s)
✔ [1887/5243] Built Mathlib.Algebra.Order.Monoid.PNat (2.8s)
✔ [1888/5243] Built Mathlib.CategoryTheory.Subpresheaf.Basic (4.3s)
✔ [1889/5243] Built Mathlib.Algebra.Category.Semigrp.Basic (5.3s)
✔ [1890/5243] Built Mathlib.RingTheory.OreLocalization.NonZeroDivisors (2.9s)
✔ [1891/5243] Built Mathlib.Algebra.Ring.NonZeroDivisors (3.2s)
✔ [1892/5243] Built Mathlib.Algebra.Order.Interval.Basic (7.7s)
✔ [1893/5243] Built Mathlib.Algebra.Category.MonCat.Basic (7.9s)
✔ [1894/5243] Built Mathlib.RingTheory.Ideal.BigOperators (3.1s)
✔ [1895/5243] Built Mathlib.Algebra.Order.Star.Conjneg (3.3s)
✔ [1896/5243] Built Mathlib.RingTheory.Ideal.Lattice (3.3s)
✔ [1897/5243] Built Mathlib.Algebra.Module.Submodule.RestrictScalars (3.7s)
✔ [1898/5243] Built Mathlib.CategoryTheory.Category.Pointed (3.4s)
✔ [1899/5243] Built Mathlib.Algebra.Ring.Subsemiring.Basic (6.5s)
✔ [1900/5243] Built Mathlib.CategoryTheory.LiftingProperties.Adjunction (4.7s)
✔ [1901/5243] Built Mathlib.CategoryTheory.Category.GaloisConnection (3.1s)
✔ [1902/5243] Built Mathlib.LinearAlgebra.Span.Defs (5.6s)
✔ [1903/5243] Built Mathlib.CategoryTheory.Adjunction.Restrict (2.9s)
✔ [1904/5243] Built Mathlib.CategoryTheory.Adjunction.Parametrized (3.5s)
✔ [1905/5243] Built Mathlib.CategoryTheory.Adjunction.Opposites (3.8s)
✔ [1906/5243] Built Mathlib.CategoryTheory.Category.Quiv (3.8s)
✔ [1907/5243] Built Mathlib.CategoryTheory.Adjunction.FullyFaithful (3.9s)
✔ [1908/5243] Built Mathlib.GroupTheory.Perm.Option (3.1s)
✔ [1909/5243] Built Mathlib.CategoryTheory.Skeletal (4.6s)
✔ [1910/5243] Built Mathlib.Algebra.Group.Subgroup.ZPowers.Basic (3.3s)
✔ [1911/5245] Built Mathlib.Data.Fintype.BigOperators (3.8s)
✔ [1912/5245] Built Mathlib.CategoryTheory.Bicategory.Functor.Pseudofunctor (12s)
✔ [1913/5245] Built Mathlib.GroupTheory.GroupAction.Basic (5.9s)
✔ [1914/5245] Built Mathlib.CategoryTheory.Adjunction.Mates (8.1s)
✔ [1915/5245] Built Mathlib.Data.Finset.Sym (4.0s)
✔ [1916/5245] Built Mathlib.Algebra.BigOperators.Ring.Finset (4.5s)
✔ [1917/5245] Built Mathlib.Order.Filter.FilterProduct (3.9s)
✔ [1918/5245] Built Mathlib.Data.Finset.NAry (4.2s)
✔ [1919/5245] Built Mathlib.Algebra.Group.Subgroup.Ker (7.8s)
✔ [1920/5245] Built Mathlib.Algebra.Group.Pointwise.Set.Finite (3.9s)
✔ [1921/5245] Built Mathlib.Order.ConditionallyCompleteLattice.Finset (3.6s)
✔ [1922/5245] Built Mathlib.Data.Set.MemPartition (3.1s)
✔ [1923/5245] Built Mathlib.Data.Nat.PrimeFin (3.5s)
✔ [1924/5245] Built Mathlib.Order.Filter.AtTopBot.BigOperators (3.0s)
✔ [1925/5245] Built Mathlib.Algebra.Module.Submodule.Map (10s)
✔ [1926/5245] Built Mathlib.Order.Filter.Finite (3.6s)
✔ [1927/5245] Built Mathlib.Algebra.Star.NonUnitalSubsemiring (3.2s)
✔ [1928/5245] Built Mathlib.Data.Finsupp.Notation (3.0s)
✔ [1929/5245] Built Mathlib.Data.Finsupp.Fin (2.8s)
✔ [1930/5245] Built Mathlib.Data.Finsupp.Indicator (2.8s)
✔ [1931/5245] Built Mathlib.Order.Atoms.Finite (2.8s)
✔ [1932/5245] Built Mathlib.Algebra.Group.Finsupp (5.2s)
✔ [1933/5245] Built Mathlib.Algebra.Order.Antidiag.Prod (3.1s)
✔ [1934/5245] Built Mathlib.Algebra.Order.Interval.Finset.Basic (3.1s)
✔ [1935/5245] Built Mathlib.Order.SuccPred.LinearLocallyFinite (4.8s)
✔ [1936/5245] Built Mathlib.Order.Filter.CountableInter (3.9s)
✔ [1937/5245] Built Mathlib.Order.Interval.Finset.SuccPred (4.5s)
✔ [1938/5245] Built Mathlib.Logic.Equiv.Finset (3.5s)
✔ [1939/5245] Built Mathlib.Algebra.BigOperators.Finprod (11s)
✔ [1940/5245] Built Mathlib.MeasureTheory.MeasurableSpace.Defs (4.5s)
✔ [1941/5245] Built Mathlib.Tactic.NormNum (3.4s)
✔ [1942/5245] Built Mathlib.Order.Grade (4.2s)
✔ [1943/5245] Built Mathlib.Algebra.Order.Module.Rat (3.7s)
✔ [1944/5245] Built Mathlib.Tactic.Rify (3.0s)
✔ [1945/5245] Built Mathlib.Data.DFinsupp.Sigma (3.4s)
✔ [1946/5245] Built Mathlib.Data.ENat.Pow (3.3s)
✔ [1947/5245] Built Mathlib.Tactic.Positivity.Finset (4.2s)
✔ [1948/5245] Built Mathlib.Tactic.ENatToNat (3.5s)
✔ [1949/5245] Built Mathlib.CategoryTheory.Limits.Shapes.Preorder.PrincipalSeg (2.0s)
✔ [1950/5245] Built Mathlib.Order.Interval.Finset.Basic (10s)
✔ [1951/5245] Built Mathlib.Data.DFinsupp.Order (5.7s)
✔ [1952/5245] Built Mathlib.CategoryTheory.Limits.Bicones (4.3s)
✔ [1953/5245] Built Mathlib.Order.Filter.AtTopBot.Field (3.7s)
✔ [1954/5245] Built Mathlib.Dynamics.PeriodicPts.Lemmas (3.3s)
✔ [1955/5245] Built Mathlib.RingTheory.Multiplicity (7.1s)
✔ [1956/5245] Built Mathlib.GroupTheory.GroupAction.FixedPoints (3.7s)
✔ [1957/5245] Built Mathlib.Order.Category.PartOrd (3.9s)
✔ [1958/5245] Built Mathlib.RingTheory.TwoSidedIdeal.Basic (3.9s)
✔ [1959/5245] Built Mathlib.CategoryTheory.SingleObj (3.7s)
✔ [1960/5245] Built Mathlib.Algebra.Category.MonCat.ForgetCorepresentable (3.0s)
✔ [1961/5245] Built Mathlib.RingTheory.Ideal.Prime (3.3s)
✔ [1962/5245] Built Mathlib.RingTheory.OreLocalization.Ring (5.7s)
✔ [1963/5245] Built Mathlib.CategoryTheory.Category.Bipointed (3.5s)
✔ [1964/5245] Built Mathlib.Algebra.Ring.Subsemiring.MulOpposite (3.4s)
✔ [1965/5245] Built Mathlib.Algebra.Ring.SumsOfSquares (3.7s)
✔ [1966/5245] Built Mathlib.Algebra.Category.MonCat.Yoneda (6.9s)
✔ [1967/5245] Built Mathlib.CategoryTheory.Functor.EpiMono (3.7s)
✔ [1968/5245] Built Mathlib.CategoryTheory.Limits.IsLimit (12s)
✔ [1969/5245] Built Mathlib.CategoryTheory.Category.ReflQuiv (4.2s)
✔ [1970/5245] Built Mathlib.Algebra.Category.Grp.Basic (7.9s)
✔ [1971/5245] Built Mathlib.CategoryTheory.Localization.Construction (4.6s)
✔ [1972/5245] Built Mathlib.Data.Finsupp.Fintype (2.8s)
✔ [1973/5245] Built Mathlib.CategoryTheory.FintypeCat (3.9s)
✔ [1974/5245] Built Mathlib.CategoryTheory.EssentiallySmall (3.4s)
✔ [1975/5245] Built Mathlib.Data.Fintype.CardEmbedding (3.1s)
✔ [1976/5245] Built Mathlib.Data.Sign.Basic (4.6s)
