=== COLD CERT START 20260211T215731Z ===
pwd: /Users/dcharb/Documents/Kimi_Agent_UFRF, Fel Polynomials, Moonshine
✔ [2201/5519] Built Mathlib.Algebra.Group.Subgroup.Actions (2.4s)
✔ [2202/5519] Built Mathlib.Algebra.GroupWithZero.Action.Center (1.0s)
✔ [2203/5519] Built Mathlib.Algebra.Order.Round (3.7s)
✔ [2204/5519] Built Mathlib.RingTheory.Localization.Integer (2.2s)
✔ [2205/5519] Built Mathlib.GroupTheory.Subgroup.Centralizer (2.8s)
✔ [2206/5519] Built Mathlib.Order.Category.BddDistLat (3.4s)
✔ [2207/5519] Built Mathlib.Algebra.Module.LinearMap.DivisionRing (1.9s)
✔ [2208/5519] Built Mathlib.RingTheory.Ideal.Quotient.Defs (2.4s)
✔ [2209/5519] Built Mathlib.CategoryTheory.Localization.LocalizerMorphism (2.4s)
✔ [2210/5519] Built Mathlib.CategoryTheory.Localization.Opposite (2.3s)
✔ [2211/5519] Built Mathlib.CategoryTheory.Localization.Bousfield (2.3s)
✔ [2212/5519] Built Mathlib.Algebra.Ring.Subring.MulOpposite (2.0s)
✔ [2213/5519] Built Mathlib.Topology.GDelta.Basic (2.4s)
✔ [2214/5519] Built Mathlib.Algebra.Order.Ring.Ordering.Basic (7.4s)
✔ [2215/5519] Built Mathlib.CategoryTheory.Adjunction.Triple (3.1s)
✔ [2216/5519] Built Mathlib.Order.Filter.Subsingleton (1.9s)
✔ [2217/5519] Built Mathlib.Algebra.Module.Submodule.Equiv (5.0s)
✔ [2218/5519] Built Mathlib.Topology.Neighborhoods (2.5s)
✔ [2219/5519] Built Mathlib.Order.Filter.AtTopBot.Floor (2.3s)
✔ [2220/5519] Built Mathlib.Order.Filter.Interval (3.9s)
✔ [2221/5519] Built Mathlib.Order.Filter.Cofinite (2.3s)
✔ [2222/5519] Built Mathlib.Order.Filter.AtTopBot.CountablyGenerated (2.2s)
✔ [2223/5519] Built Mathlib.Algebra.Algebra.Basic (5.6s)
✔ [2224/5519] Built Mathlib.SetTheory.Cardinal.ToNat (2.4s)
✔ [2225/5519] Built Mathlib.Algebra.Module.Submodule.Invariant (3.2s)
✔ [2226/5519] Built Mathlib.CategoryTheory.Comma.StructuredArrow.Small (2.2s)
✔ [2227/5519] Built Mathlib.CategoryTheory.Discrete.StructuredArrow (2.8s)
✔ [2228/5519] Built Mathlib.CategoryTheory.Category.Factorisation (2.9s)
✔ [2229/5519] Built Mathlib.CategoryTheory.Bicategory.Extension (4.4s)
✔ [2230/5519] Built Mathlib.CategoryTheory.Category.Cat.Terminal (2.4s)
✔ [2231/5519] Built Mathlib.CategoryTheory.Limits.Shapes.ZeroObjects (2.5s)
✔ [2232/5519] Built Mathlib.CategoryTheory.Limits.Shapes.SingleObj (2.4s)
✔ [2233/5519] Built Mathlib.CategoryTheory.Adjunction.Comma (3.1s)
✔ [2234/5519] Built Mathlib.Tactic.NormNum.NatFib (2.2s)
✔ [2235/5519] Built Mathlib.CategoryTheory.Comma.StructuredArrow.CommaMap (6.6s)
✔ [2236/5519] Built Mathlib.Order.BooleanSubalgebra (8.0s)
✔ [2237/5519] Built Mathlib.CategoryTheory.Limits.Preserves.Shapes.Terminal (2.4s)
✔ [2238/5519] Built Mathlib.CategoryTheory.Limits.Types.Yoneda (3.6s)
✔ [2239/5519] Built Mathlib.CategoryTheory.Elements (6.9s)
✔ [2240/5519] Built Mathlib.CategoryTheory.Category.Cat.Limit (3.9s)
✔ [2241/5519] Built Mathlib.SetTheory.Ordinal.Arithmetic (4.9s)
✔ [2242/5519] Built Mathlib.CategoryTheory.Limits.Preserves.Limits (2.5s)
✔ [2243/5519] Built Mathlib.CategoryTheory.Limits.Types.Equalizers (2.1s)
✔ [2244/5519] Built Mathlib.CategoryTheory.Limits.Types.Coequalizers (2.2s)
✔ [2245/5519] Built Mathlib.CategoryTheory.Limits.Creates (4.3s)
✔ [2246/5519] Built Mathlib.CategoryTheory.Limits.Shapes.SplitEqualizer (2.1s)
✔ [2247/5519] Built Mathlib.CategoryTheory.Limits.Shapes.SplitCoequalizer (2.4s)
✔ [2248/5519] Built Mathlib.CategoryTheory.Limits.Shapes.Connected (2.0s)
✔ [2249/5519] Built Mathlib.CategoryTheory.LocallyDirected (2.3s)
✔ [2250/5519] Built Mathlib.CategoryTheory.Limits.Shapes.WideEqualizers (5.3s)
✔ [2251/5519] Built Mathlib.Data.DFinsupp.Submonoid (2.5s)
✔ [2252/5519] Built Mathlib.Data.Matrix.PEquiv (3.5s)
✔ [2253/5519] Built Mathlib.LinearAlgebra.Matrix.SemiringInverse (3.7s)
✔ [2254/5519] Built Mathlib.Algebra.Group.Submonoid.Finsupp (2.2s)
✔ [2255/5519] Built Mathlib.Combinatorics.Enumerative.InclusionExclusion (4.7s)
✔ [2256/5521] Built Mathlib.Algebra.Group.Subgroup.Finsupp (2.1s)
✔ [2257/5521] Built Mathlib.Algebra.BigOperators.Associated (1.0s)
✔ [2258/5521] Built Mathlib.Algebra.Ring.Action.Pointwise.Finset (2.2s)
✔ [2259/5521] Built Mathlib.Algebra.BigOperators.Balance (2.5s)
✔ [2260/5521] Built Mathlib.CategoryTheory.Limits.Preserves.Bifunctor (6.7s)
✔ [2261/5521] Built Mathlib.Algebra.ContinuedFractions.TerminatedStable (2.4s)
✔ [2262/5521] Built Mathlib.Algebra.ContinuedFractions.Computation.Translations (2.8s)
✔ [2263/5522] Built Mathlib.Algebra.Group.Action.Pointwise.Finset (3.7s)
✔ [2264/5522] Built Mathlib.Algebra.ContinuedFractions.ContinuantsRecurrence (2.1s)
✔ [2265/5522] Built Mathlib.Algebra.Order.BigOperators.Expect (4.7s)
✔ [2266/5522] Built Mathlib.CategoryTheory.Category.Grpd (2.1s)
✔ [2267/5522] Built Mathlib.CategoryTheory.Limits.EssentiallySmall (1.7s)
✔ [2268/5522] Built Mathlib.CategoryTheory.Limits.Preserves.Shapes.Products (2.0s)
✔ [2269/5522] Built Mathlib.CategoryTheory.EffectiveEpi.Basic (2.4s)
✔ [2270/5522] Built Mathlib.Data.Nat.Lattice (2.1s)
✔ [2271/5522] Built Mathlib.Order.PartialSups (2.7s)
✔ [2272/5522] Built Mathlib.CategoryTheory.Adjunction.Evaluation (4.9s)
✔ [2273/5522] Built Mathlib.Algebra.FreeMonoid.UniqueProds (2.3s)
✔ [2274/5522] Built Mathlib.RingTheory.SimpleRing.Basic (2.4s)
✔ [2275/5522] Built Mathlib.Order.Interval.Finset.Fin (3.5s)
✔ [2276/5522] Built Mathlib.Data.Finsupp.Basic (9.1s)
✔ [2277/5522] Built Mathlib.CategoryTheory.Comma.Over.Basic (22s)
✔ [2278/5522] Built Mathlib.CategoryTheory.Localization.Quotient (2.2s)
✔ [2279/5522] Built Mathlib.GroupTheory.GroupAction.ConjAct (3.0s)
✔ [2280/5522] Built Mathlib.Order.Category.HeytAlg (2.9s)
✔ [2281/5522] Built Mathlib.GroupTheory.Commutator.Basic (3.3s)
✔ [2282/5522] Built Mathlib.CategoryTheory.Localization.HomEquiv (2.0s)
✔ [2283/5522] Built Mathlib.CategoryTheory.Localization.Composition (2.1s)
✔ [2284/5522] Built Mathlib.Data.Rat.Floor (5.4s)
✔ [2285/5522] Built Mathlib.Topology.Baire.Lemmas (2.2s)
✔ [2286/5522] Built Mathlib.Order.Filter.EventuallyConst (2.2s)
✔ [2287/5522] Built Mathlib.Topology.NhdsSet (2.0s)
✔ [2288/5522] Built Mathlib.NumberTheory.Divisors (10s)
✔ [2289/5522] Built Mathlib.Topology.ClusterPt (2.4s)
✔ [2290/5522] Built Mathlib.Order.Filter.Ultrafilter.Basic (2.2s)
✔ [2291/5522] Built Mathlib.CategoryTheory.Localization.CalculusOfFractions (5.4s)
✔ [2292/5522] Built Mathlib.Topology.Bornology.Basic (2.4s)
✔ [2293/5522] Built Mathlib.Order.Filter.IsBounded (3.2s)
✔ [2294/5522] Built Mathlib.CategoryTheory.Monoidal.Braided.Basic (10s)
✔ [2295/5522] Built Mathlib.CategoryTheory.Bicategory.Kan.IsKan (2.7s)
✔ [2296/5522] Built Mathlib.SetTheory.Cardinal.Finite (3.0s)
✔ [2297/5522] Built Mathlib.Algebra.Category.Grp.Zero (2.5s)
✔ [2298/5522] Built Mathlib.Algebra.Algebra.Hom (4.6s)
✔ [2299/5522] Built Mathlib.CategoryTheory.Limits.Elements (2.9s)
✔ [2300/5522] Built Mathlib.SetTheory.Ordinal.Family (3.0s)
✔ [2301/5523] Built Mathlib.CategoryTheory.Limits.Preserves.Ulift (2.1s)
✔ [2302/5523] Built Mathlib.CategoryTheory.Limits.Preserves.Shapes.Equalizers (2.8s)
✔ [2303/5523] Built Mathlib.CategoryTheory.Limits.Constructions.WeaklyInitial (2.3s)
✔ [2304/5523] Built Mathlib.CategoryTheory.WithTerminal.Basic (26s)
✔ [2305/5523] Built Mathlib.Algebra.Lie.Basic (11s)
✔ [2306/5523] Built Mathlib.CategoryTheory.Adjunction.Limits (4.6s)
✔ [2307/5524] Built Mathlib.CategoryTheory.Limits.FunctorCategory.Basic (6.7s)
✔ [2308/5524] Built Mathlib.RingTheory.UniqueFactorizationDomain.Basic (2.7s)
✔ [2309/5524] Built Mathlib.Algebra.Group.Pointwise.Finset.Density (2.2s)
✔ [2310/5524] Built Mathlib.Data.Complex.BigOperators (2.5s)
✔ [2311/5524] Built Mathlib.Algebra.Category.MonCat.Limits (6.8s)
✔ [2312/5524] Built Mathlib.Algebra.DirectSum.Basic (4.7s)
✔ [2313/5524] Built Mathlib.Algebra.GroupWithZero.Action.Pointwise.Finset (2.9s)
✔ [2314/5524] Built Mathlib.Algebra.ContinuedFractions.Determinant (2.4s)
✔ [2315/5524] Built Mathlib.LinearAlgebra.BilinearMap (14s)
✔ [2316/5524] Built Mathlib.Algebra.Pointwise.Stabilizer (3.7s)
✔ [2317/5524] Built Mathlib.CategoryTheory.EffectiveEpi.Enough (1.9s)
✔ [2318/5524] Built Mathlib.Algebra.ContinuedFractions.ConvergentsEquiv (3.3s)
✔ [2319/5524] Built Mathlib.Algebra.ContinuedFractions.Computation.CorrectnessTerminating (3.8s)
✔ [2320/5524] Built Mathlib.CategoryTheory.EffectiveEpi.Comp (2.1s)
✔ [2321/5524] Built Mathlib.RingTheory.Nilpotent.Defs (2.4s)
✔ [2322/5524] Built Mathlib.Data.ENat.Lattice (2.9s)
✔ [2323/5524] Built Mathlib.Order.OrderIsoNat (2.7s)
✔ [2324/5524] Built Mathlib.Algebra.Order.SuccPred.PartialSups (2.7s)
✔ [2325/5524] Built Mathlib.Algebra.Order.Group.PartialSups (2.6s)
✔ [2326/5524] Built Mathlib.Algebra.Algebra.IsSimpleRing (2.6s)
✔ [2327/5524] Built Mathlib.Data.Fintype.Fin (2.3s)
✔ [2328/5524] Built Mathlib.Data.Fin.Tuple.Sort (2.6s)
✔ [2329/5524] Built Mathlib.Order.Disjointed (3.2s)
✔ [2330/5524] Built Mathlib.Algebra.Field.Subfield.Basic (4.7s)
✔ [2331/5524] Built Mathlib.Algebra.Category.MonCat.Adjunctions (3.9s)
✔ [2332/5524] Built Mathlib.Data.Finsupp.SMul (2.9s)
✔ [2333/5524] Built Mathlib.CategoryTheory.Comma.LocallySmall (2.1s)
✔ [2334/5524] Built Mathlib.Data.Finsupp.Option (2.0s)
✔ [2335/5524] Built Mathlib.CategoryTheory.LiftingProperties.Over (1.0s)
✔ [2336/5524] Built Mathlib.Data.Finsupp.Multiset (3.3s)
✔ [2337/5524] Built Mathlib.Data.Finsupp.Order (3.7s)
✔ [2338/5524] Built Mathlib.Algebra.Ring.Action.ConjAct (2.3s)
✔ [2339/5524] Built Mathlib.Algebra.GroupWithZero.Action.ConjAct (2.3s)
✔ [2340/5524] Built Mathlib.CategoryTheory.Comma.Over.OverClass (3.0s)
✔ [2341/5524] Built Mathlib.Algebra.MonoidAlgebra.Defs (7.2s)
✔ [2342/5524] Built Mathlib.Order.Category.BoolAlg (4.1s)
✔ [2343/5524] Built Mathlib.GroupTheory.Abelianization.Defs (2.3s)
✔ [2344/5524] Built Mathlib.CategoryTheory.Localization.StructuredArrow (2.1s)
✔ [2345/5524] Built Mathlib.CategoryTheory.Localization.SmallHom (2.8s)
✔ [2346/5524] Built Mathlib.CategoryTheory.Grothendieck (8.2s)
✔ [2347/5524] Built Mathlib.CategoryTheory.Comma.Presheaf.Basic (6.5s)
✔ [2348/5524] Built Mathlib.GroupTheory.GroupAction.Quotient (5.9s)
✔ [2349/5524] Built Mathlib.Topology.Continuous (2.1s)
✔ [2350/5524] Built Mathlib.CategoryTheory.Localization.CalculusOfFractions.ComposableArrows (1.9s)
✔ [2351/5524] Built Mathlib.CategoryTheory.Localization.CalculusOfFractions.Fractions (2.1s)
✔ [2352/5524] Built Mathlib.CategoryTheory.MorphismProperty.Comma (7.3s)
✔ [2353/5524] Built Mathlib.Topology.Bornology.Hom (2.1s)
✔ [2354/5524] Built Mathlib.Topology.Bornology.Constructions (2.5s)
✔ [2355/5524] Built Mathlib.Topology.Bornology.Absorbs (2.8s)
✔ [2356/5524] Built Mathlib.CategoryTheory.Monoidal.Braided.Opposite (2.6s)
✔ [2357/5524] Built Mathlib.Algebra.Order.Archimedean.Basic (5.6s)
✔ [2358/5524] Built Mathlib.LinearAlgebra.Quotient.Card (2.3s)
✔ [2359/5524] Built Mathlib.Order.LiminfLimsup (4.5s)
✔ [2360/5524] Built Mathlib.CategoryTheory.Bicategory.Kan.HasKan (3.4s)
✔ [2361/5524] Built Mathlib.Data.Fintype.Units (2.2s)
✔ [2362/5524] Built Mathlib.GroupTheory.Coset.Card (3.8s)
✔ [2363/5524] Built Mathlib.CategoryTheory.Limits.Shapes.BinaryProducts (12s)
✔ [2364/5524] Built Mathlib.Algebra.BigOperators.Ring.Nat (2.9s)
✔ [2365/5524] Built Mathlib.Algebra.GroupWithZero.Pointwise.Set.Card (2.0s)
✔ [2366/5525] Built Mathlib.Data.Finite.Card (2.1s)
✔ [2367/5525] Built Mathlib.CategoryTheory.Monoidal.Center (6.6s)
✔ [2368/5525] Built Mathlib.CategoryTheory.Monoidal.FunctorCategory (6.9s)
✔ [2369/5525] Built Mathlib.Algebra.Algebra.Hom.Rat (2.4s)
✔ [2370/5525] Built Mathlib.SetTheory.Ordinal.Enum (2.4s)
✔ [2371/5525] Built Mathlib.SetTheory.Ordinal.Exponential (2.9s)
✔ [2372/5525] Built Mathlib.Algebra.NonAssoc.LieAdmissible.Defs (3.1s)
✔ [2373/5525] Built Mathlib.CategoryTheory.Limits.Skeleton (2.1s)
✔ [2374/5525] Built Mathlib.Data.Set.Card (5.8s)
✔ [2375/5525] Built Mathlib.CategoryTheory.Limits.Shapes.Equivalence (1.0s)
✔ [2376/5525] Built Mathlib.CategoryTheory.Closed.Monoidal (4.0s)
✔ [2377/5525] Built Mathlib.CategoryTheory.Monad.Limits (5.3s)
✔ [2378/5525] Built Mathlib.CategoryTheory.Monoidal.Limits.Preserves (1.8s)
✔ [2379/5525] Built Mathlib.CategoryTheory.Limits.FunctorCategory.Shapes.Products (1.8s)
✔ [2380/5526] Built Mathlib.Algebra.Algebra.NonUnitalHom (7.2s)
✔ [2381/5526] Built Mathlib.CategoryTheory.Limits.ColimitLimit (2.2s)
✔ [2382/5526] Built Mathlib.Algebra.Algebra.Equiv (7.6s)
✔ [2383/5526] Built Mathlib.CategoryTheory.Limits.FunctorToTypes (1.8s)
✔ [2384/5526] Built Mathlib.CategoryTheory.Groupoid.Basic (1.7s)
✔ [2385/5526] Built Mathlib.CategoryTheory.Limits.Yoneda (2.4s)
✔ [2386/5526] Built Mathlib.CategoryTheory.Monoidal.Mon_ (15s)
✔ [2387/5526] Built Mathlib.Algebra.DirectSum.AddChar (2.4s)
✔ [2388/5526] Built Mathlib.RingTheory.UniqueFactorizationDomain.NormalizedFactors (3.0s)
✔ [2389/5526] Built Mathlib.CategoryTheory.WithTerminal.Cone (9.7s)
✔ [2390/5526] Built Mathlib.CategoryTheory.EffectiveEpi.Preserves (2.6s)
✔ [2391/5526] Built Mathlib.RingTheory.UniqueFactorizationDomain.FactorSet (3.0s)
✔ [2392/5526] Built Mathlib.Order.WellQuasiOrder (2.2s)
✔ [2393/5526] Built Mathlib.Algebra.Order.PartialSups (1.0s)
✔ [2394/5526] Built Mathlib.CategoryTheory.Action.Basic (8.5s)
✔ [2395/5526] Built Mathlib.Algebra.Order.Disjointed (2.2s)
✔ [2396/5526] Built Mathlib.Order.CompactlyGenerated.Basic (3.7s)
✔ [2397/5526] Built Mathlib.Algebra.ContinuedFractions.Computation.Approximations (5.1s)
✔ [2398/5526] Built Mathlib.LinearAlgebra.Dual.Defs (6.9s)
✔ [2399/5526] Built Mathlib.Algebra.Order.BigOperators.Group.LocallyFinite (3.0s)
✔ [2400/5526] Built Mathlib.Algebra.DirectSum.Ring (8.2s)
✔ [2401/5526] Built Mathlib.MeasureTheory.PiSystem (3.1s)
✔ [2402/5526] Built Mathlib.MeasureTheory.MeasurableSpace.Constructions (4.2s)
✔ [2403/5526] Built Mathlib.Data.Finsupp.ToDFinsupp (3.1s)
✔ [2404/5526] Built Mathlib.LinearAlgebra.Finsupp.SumProd (2.6s)
✔ [2405/5526] Built Mathlib.Data.Finsupp.Antidiagonal (2.4s)
✔ [2406/5526] Built Mathlib.Order.RelSeries (7.7s)
✔ [2407/5526] Built Mathlib.Algebra.Field.Action.ConjAct (1.0s)
✔ [2408/5526] Built Mathlib.Data.Nat.Factorization.Defs (2.6s)
✔ [2409/5526] Built Mathlib.Algebra.MonoidAlgebra.Division (2.6s)
✔ [2410/5526] Built Mathlib.Algebra.MonoidAlgebra.Lift (2.8s)
✔ [2411/5526] Built Mathlib.Algebra.BigOperators.Fin (8.3s)
✔ [2412/5526] Built Mathlib.LinearAlgebra.Finsupp.Defs (5.8s)
✔ [2413/5526] Built Mathlib.Algebra.Category.BoolRing (3.2s)
✔ [2414/5526] Built Mathlib.GroupTheory.Solvable (2.7s)
✔ [2415/5526] Built Mathlib.Topology.Ultrafilter (2.2s)
✔ [2416/5526] Built Mathlib.Algebra.MonoidAlgebra.Opposite (4.4s)
✔ [2417/5526] Built Mathlib.CategoryTheory.Comma.StructuredArrow.Functor (4.2s)
✔ [2418/5526] Built Mathlib.Topology.Order.Bornology (2.6s)
✔ [2419/5526] Built Mathlib.Topology.Separation.SeparatedNhds (2.9s)
✔ [2420/5526] Built Mathlib.Topology.Order (3.6s)
✔ [2421/5526] Built Mathlib.GroupTheory.FreeAbelianGroup (5.7s)
✔ [2422/5526] Built Mathlib.Algebra.Order.Archimedean.Submonoid (2.5s)
✔ [2423/5526] Built Mathlib.GroupTheory.Archimedean (3.5s)
✔ [2424/5526] Built Mathlib.Algebra.Order.Archimedean.Hom (2.2s)
✔ [2425/5526] Built Mathlib.CategoryTheory.Limits.Shapes.Grothendieck (6.2s)
✔ [2426/5526] Built Mathlib.Order.Filter.AtTopBot.Archimedean (2.9s)
✔ [2427/5526] Built Mathlib.Data.Real.Archimedean (3.5s)
✔ [2428/5526] Built Mathlib.Algebra.Order.Archimedean.IndicatorCard (2.6s)
✔ [2429/5526] Built Mathlib.Algebra.Group.ConjFinite (2.4s)
✔ [2430/5526] Built Mathlib.Algebra.AddConstMap.Basic (6.3s)
✔ [2431/5526] Built Mathlib.CategoryTheory.Limits.Types.Products (2.9s)
✔ [2432/5526] Built Mathlib.CategoryTheory.Limits.Types.Coproducts (2.4s)
✔ [2433/5526] Built Mathlib.Topology.Algebra.InfiniteSum.SummationFilter (4.7s)
✔ [2434/5526] Built Mathlib.CategoryTheory.Limits.Shapes.StrictInitial (2.1s)
✔ [2435/5526] Built Mathlib.CategoryTheory.Monad.Products (3.0s)
✔ [2436/5526] Built Mathlib.CategoryTheory.Limits.Shapes.CombinedProducts (2.9s)
✔ [2437/5526] Built Mathlib.CategoryTheory.Limits.Preorder (2.1s)
✔ [2438/5526] Built Mathlib.CategoryTheory.Limits.Shapes.Pullback.Cospan (3.5s)
✔ [2439/5526] Built Mathlib.CategoryTheory.Limits.Connected (2.3s)
✔ [2440/5526] Built Mathlib.CategoryTheory.Bicategory.Kan.Adjunction (6.1s)
✔ [2441/5526] Built Mathlib.CategoryTheory.Limits.Preserves.Shapes.BinaryProducts (2.0s)
✔ [2442/5526] Built Mathlib.Algebra.Order.Archimedean.Class (9.6s)
✔ [2443/5526] Built Mathlib.CategoryTheory.Groupoid.FreeGroupoid (2.0s)
✔ [2444/5526] Built Mathlib.Algebra.Group.Subgroup.Finite (2.9s)
✔ [2445/5528] Built Mathlib.SetTheory.Ordinal.FixedPoint (2.8s)
✔ [2446/5528] Built Mathlib.SetTheory.Cardinal.Aleph (3.6s)
✔ [2447/5528] Built Mathlib.CategoryTheory.Monoidal.ExternalProduct.Basic (4.5s)
✔ [2448/5528] Built Mathlib.Algebra.Group.Pointwise.Set.Card (3.4s)
✔ [2449/5528] Built Mathlib.Combinatorics.Matroid.Basic (4.0s)
✔ [2450/5528] Built Mathlib.Algebra.Lie.NonUnitalNonAssocAlgebra (2.8s)
✔ [2451/5528] Built Mathlib.FieldTheory.Galois.Notation (2.3s)
✔ [2452/5528] Built Mathlib.Algebra.Algebra.TransferInstance (2.0s)
✔ [2453/5528] Built Mathlib.Algebra.Algebra.Prod (2.5s)
✔ [2454/5528] Built Mathlib.CategoryTheory.Closed.FunctorCategory.Groupoid (5.0s)
✔ [2455/5528] Built Mathlib.CategoryTheory.Limits.ConeCategory (6.4s)
✔ [2456/5528] Built Mathlib.CategoryTheory.Monoidal.Rigid.Basic (6.1s)
✔ [2457/5528] Built Mathlib.RingTheory.UniqueFactorizationDomain.Multiplicity (2.0s)
✔ [2458/5528] Built Mathlib.CategoryTheory.Limits.Preserves.Yoneda (2.9s)
✔ [2459/5528] Built Mathlib.Algebra.Algebra.Opposite (3.7s)
✔ [2460/5528] Built Mathlib.Algebra.GroupWithZero.Torsion (1.0s)
✔ [2461/5528] Built Mathlib.RingTheory.UniqueFactorizationDomain.Nat (2.1s)
✔ [2462/5528] Built Mathlib.RingTheory.UniqueFactorizationDomain.Finite (2.1s)
✔ [2463/5528] Built Mathlib.RingTheory.UniqueFactorizationDomain.GCDMonoid (2.2s)
✔ [2464/5528] Built Mathlib.Order.Interval.Finset.Box (2.9s)
✔ [2465/5528] Built Mathlib.CategoryTheory.Monoidal.Comon_ (5.7s)
✔ [2466/5528] Built Mathlib.Order.CompactlyGenerated.Intervals (2.5s)
✔ [2467/5528] Built Mathlib.CategoryTheory.Action.Concrete (3.1s)
✔ [2468/5528] Built Mathlib.Order.WellFoundedSet (3.5s)
✔ [2469/5528] Built Mathlib.Order.BooleanGenerators (2.5s)
✔ [2470/5528] Built Mathlib.Algebra.ContinuedFractions.Computation.TerminatesIffRat (2.8s)
✔ [2471/5528] Built Mathlib.MeasureTheory.MeasurableSpace.Pi (2.5s)
✔ [2472/5528] Built Mathlib.Data.Finsupp.Encodable (2.2s)
✔ [2473/5528] Built Mathlib.CategoryTheory.Monoidal.CommMon_ (8.5s)
✔ [2474/5528] Built Mathlib.Data.DFinsupp.Small (2.2s)
✔ [2475/5528] Built Mathlib.MeasureTheory.MeasurableSpace.MeasurablyGenerated (2.0s)
✔ [2476/5528] Built Mathlib.Algebra.BigOperators.Intervals (3.4s)
✔ [2477/5528] Built Mathlib.CategoryTheory.Functor.KanExtension.Basic (13s)
✔ [2478/5528] Built Mathlib.LinearAlgebra.Span.Basic (6.0s)
✔ [2479/5528] Built Mathlib.Data.Nat.Factorization.Induction (2.7s)
✔ [2480/5528] Built Mathlib.MeasureTheory.MeasurableSpace.Embedding (5.8s)
✔ [2481/5528] Built Mathlib.Data.Nat.Factorization.Basic (3.4s)
✔ [2482/5528] Built Mathlib.Data.Fin.Tuple.NatAntidiagonal (2.4s)
✔ [2483/5528] Built Mathlib.Data.Fin.Tuple.Reflection (3.3s)
✔ [2484/5528] Built Mathlib.Algebra.MonoidAlgebra.MapDomain (3.7s)
✔ [2485/5528] Built Mathlib.Algebra.BigOperators.Finsupp.Fin (2.7s)
✔ [2486/5528] Built Mathlib.Order.JordanHolder (4.8s)
✔ [2487/5528] Built Mathlib.Combinatorics.Enumerative.Composition (4.6s)
✔ [2488/5528] Built Mathlib.Algebra.MonoidAlgebra.NoZeroDivisors (2.7s)
✔ [2489/5528] Built Mathlib.Order.KrullDimension (7.7s)
✔ [2490/5529] Built Mathlib.Algebra.FreeAbelianGroup.Finsupp (2.0s)
✔ [2491/5529] Built Mathlib.RingTheory.FreeRing (2.6s)
✔ [2492/5529] Built Mathlib.Topology.UniformSpace.Defs (3.5s)
✔ [2493/5529] Built Mathlib.Topology.Maps.Basic (3.5s)
✔ [2494/5529] Built Mathlib.CategoryTheory.Limits.Preserves.Grothendieck (3.2s)
✔ [2495/5529] Built Mathlib.Data.Real.Pointwise (2.8s)
✔ [2496/5529] Built Mathlib.LinearAlgebra.Finsupp.LSum (5.8s)
✔ [2497/5529] Built Mathlib.CategoryTheory.Limits.Shapes.Preorder.Basic (2.0s)
✔ [2498/5529] Built Mathlib.Algebra.AddConstMap.Equiv (2.6s)
✔ [2499/5529] Built Mathlib.Algebra.Order.CompleteField (4.5s)
✔ [2500/5529] Built Mathlib.CategoryTheory.Groupoid.VertexGroup (1.9s)
✔ [2501/5529] Built Mathlib.Algebra.Order.Module.Archimedean (3.3s)
✔ [2502/5530] Built Mathlib.CategoryTheory.Groupoid.FreeGroupoidOfCategory (3.6s)
✔ [2503/5530] Built Mathlib.SetTheory.Cardinal.Arithmetic (3.2s)
✔ [2504/5530] Built Mathlib.Algebra.Algebra.Shrink (2.7s)
✔ [2505/5530] Built Mathlib.CategoryTheory.Limits.Shapes.Pullback.PullbackCone (4.8s)
✔ [2506/5530] Built Mathlib.CategoryTheory.Monoidal.Rigid.OfEquivalence (2.8s)
✔ [2507/5530] Built Mathlib.Data.NNReal.Defs (6.0s)
✔ [2508/5530] Built Mathlib.RingTheory.ChainOfDivisors (2.0s)
✔ [2509/5530] Built Mathlib.CategoryTheory.Monoidal.Rigid.FunctorCategory (4.2s)
✔ [2510/5530] Built Mathlib.Algebra.Algebra.Pi (2.7s)
✔ [2511/5530] Built Mathlib.CategoryTheory.CopyDiscardCategory.Basic (1.0s)
✔ [2512/5530] Built Mathlib.Algebra.Order.Group.Ideal (2.1s)
✔ [2513/5530] Built Mathlib.CategoryTheory.Bicategory.Monad.Basic (2.9s)
✔ [2514/5530] Built Mathlib.Data.DFinsupp.Lex (3.1s)
✔ [2515/5530] Built Mathlib.RingTheory.HahnSeries.Basic (2.9s)
✔ [2516/5530] Built Mathlib.Data.Set.SMulAntidiagonal (2.2s)
✔ [2517/5530] Built Mathlib.Data.Nat.Factorial.SuperFactorial (2.1s)
✔ [2518/5530] Built Mathlib.Data.Set.MulAntidiagonal (2.3s)
✔ [2519/5530] Built Mathlib.Combinatorics.Matroid.IndepAxioms (7.2s)
✔ [2520/5530] Built Mathlib.Algebra.BigOperators.Module (2.3s)
✔ [2521/5530] Built Mathlib.Algebra.Group.Submonoid.Pointwise (3.5s)
✔ [2522/5530] Built Mathlib.Data.Nat.Digits.Lemmas (2.7s)
✔ [2523/5530] Built Mathlib.Algebra.Ring.GeomSum (3.3s)
✔ [2524/5530] Built Mathlib.Data.Nat.Choose.Sum (3.4s)
✔ [2525/5530] Built Mathlib.CategoryTheory.Limits.Shapes.Multiequalizer (9.1s)
✔ [2526/5530] Built Mathlib.CategoryTheory.Functor.Derived.RightDerived (3.8s)
✔ [2527/5530] Built Mathlib.CategoryTheory.Functor.Derived.LeftDerived (3.7s)
✔ [2528/5530] Built Mathlib.Algebra.Algebra.Tower (3.6s)
✔ [2529/5530] Built Mathlib.RingTheory.Ideal.Span (3.0s)
